;ID		ncore	nmips	memory		storage		network		start_time	duration
Task
108	8	2400	7	2500	10	501439	8786	
109	2	2400	7	2500	1000	504947	36873	
110	8	2400	7	2500	10	509400	157	
111	4	2400	15	2500	100	509430	45	
112	4	2400	15	2500	10	509456	63	
113	4	2400	15	2500	100	509481	64	
114	2	2400	7	2500	1000	509504	66	
115	4	2400	15	2500	100	509535	169	
116	4	2400	15	2500	100	509560	242	
117	8	2400	7	2500	10	509874	43387	
118	4	2400	15	2500	1000	510234	8722	
119	4	2400	15	2500	100	517871	728	
120	4	2400	15	2500	100	517889	132	
121	2	2400	7	2500	10	517909	129	
122	2	2400	7	2500	100	517924	137	
123	8	2400	7	2500	1000	517942	213	
124	2	2400	7	2500	1000	518559	9154	
125	4	2400	15	2500	1000	518755	651	
126	4	2400	15	2500	1000	518991	8904	
127	2	2400	7	2500	10	521323	40119	
128	8	2400	7	2500	100	521359	533	
129	2	2400	7	2500	100	521924	2	
130	2	2400	7	2500	10	522016	166	
131	4	2400	15	2500	1000	522223	71	
132	4	2400	15	2500	100	522443	315	
133	4	2400	15	2500	100	523052	3	
134	8	2400	7	2500	10	523139	3	
135	8	2400	7	2500	10	523150	354	
136	4	2400	15	2500	10	523530	182	
137	2	2400	7	2500	100	523734	49	
138	8	2400	7	2500	1000	524326	69	
139	4	2400	15	2500	10	524385	31932	
140	2	2400	7	2500	10	524725	451	
141	8	2400	7	2500	10	525063	10171	
142	8	2400	7	2500	1000	525380	61	
143	2	2400	7	2500	1000	525960	60	
144	4	2400	15	2500	100	526526	61	
145	4	2400	15	2500	1000	526613	2	
146	8	2400	7	2500	100	526649	8	
147	2	2400	7	2500	100	527841	140	
148	8	2400	7	2500	100	528120	8857	
149	4	2400	15	2500	10	528372	19221	
150	4	2400	15	2500	10	530432	428	
151	4	2400	15	2500	1000	530862	3964	
152	4	2400	15	2500	10	533325	180	
153	2	2400	7	2500	1000	533334	191	
154	8	2400	7	2500	1000	533346	188	
155	4	2400	15	2500	1000	533362	184	
156	4	2400	15	2500	1000	533380	222	
157	2	2400	7	2500	10	533393	171	
158	4	2400	15	2500	1000	533409	191	
159	2	2400	7	2500	10	533426	213	
160	4	2400	15	2500	10	534828	727	
161	8	2400	7	2500	100	537318	45	
162	2	2400	7	2500	1000	538074	244	
163	8	2400	7	2500	1000	538264	430	
164	4	2400	15	2500	100	538553	179	
165	2	2400	7	2500	1000	538696	3821	
166	2	2400	7	2500	100	539777	166	
167	2	2400	7	2500	1000	539951	18	
168	2	2400	7	2500	100	541695	13	
169	4	2400	15	2500	1000	541719	11	
170	8	2400	7	2500	10	542000	10	
171	4	2400	15	2500	100	542205	8	
172	4	2400	15	2500	10	542451	9	
173	8	2400	7	2500	100	542524	593	
174	2	2400	7	2500	10	542728	20	
175	4	2400	15	2500	100	543530	18	
176	8	2400	7	2500	10	544333	12	
177	8	2400	7	2500	10	544523	92	
178	8	2400	7	2500	1000	545766	101	
179	4	2400	15	2500	100	546227	93	
180	8	2400	7	2500	1000	553657	411	
181	2	2400	7	2500	1000	554068	3832	
182	2	2400	7	2500	1000	556314	41657	
183	4	2400	15	2500	1000	556586	8823	
184	8	2400	7	2500	10	557902	648	
185	8	2400	7	2500	1000	560069	484	
186	4	2400	15	2500	1000	560554	3732	
187	8	2400	7	2500	100	561446	31416	
188	8	2400	7	2500	100	564288	582	
189	2	2400	7	2500	10	565430	9078	
190	8	2400	7	2500	1000	565593	7449	
191	2	2400	7	2500	10	569940	22241	
192	8	2400	7	2500	100	573841	481	
193	2	2400	7	2500	1000	574323	19120	
194	2	2400	7	2500	100	574524	8942	
195	2	2400	7	2500	1000	583484	9521	
196	4	2400	15	2500	1000	592867	40727	
197	4	2400	15	2500	100	593012	8712	
198	2	2400	7	2500	1000	593403	43442	
199	8	2400	7	2500	1000	593445	527	
200	8	2400	7	2500	10	593720	23111	
201	8	2400	7	2500	1000	595358	446	
202	4	2400	15	2500	10	595805	4055	
203	8	2400	7	2500	100	597983	32250	
204	8	2400	7	2500	10	599253	5	
205	4	2400	15	2500	100	599573	4	
206	4	2400	15	2500	10	599861	548	
207	4	2400	15	2500	10	601337	5	
208	4	2400	15	2500	100	601735	11143	
209	2	2400	7	2500	1000	607269	6	
210	4	2400	15	2500	1000	607297	5	
211	4	2400	15	2500	100	607810	18	
212	8	2400	7	2500	10	608192	98	
213	4	2400	15	2500	10	608382	9	
214	2	2400	7	2500	10	609375	538	
215	4	2400	15	2500	10	609914	3670	
216	4	2400	15	2500	1000	611530	43330	
217	4	2400	15	2500	10	612885	8801	
218	2	2400	7	2500	10	613403	73	
219	8	2400	7	2500	100	613585	585	
220	4	2400	15	2500	1000	614562	197	
221	8	2400	7	2500	1000	616225	1534	
222	2	2400	7	2500	100	616349	480	
223	4	2400	15	2500	100	616830	3817	
224	2	2400	7	2500	100	617862	69	
225	8	2400	7	2500	100	618385	331	
226	8	2400	7	2500	100	619235	276	
227	4	2400	15	2500	100	620648	574	
228	8	2400	7	2500	10	620973	334	
229	2	2400	7	2500	1000	621357	81	
230	4	2400	15	2500	100	621695	11134	
231	8	2400	7	2500	1000	621967	295	
232	2	2400	7	2500	100	622329	67	
233	2	2400	7	2500	10	622448	288	
234	2	2400	7	2500	10	623032	43330	
235	8	2400	7	2500	10	623129	43332	
236	8	2400	7	2500	100	623129	43334	
237	2	2400	7	2500	100	623462	43330	
238	8	2400	7	2500	1000	623529	249	
239	4	2400	15	2500	1000	623736	575	
240	2	2400	7	2500	10	623814	37569	
241	8	2400	7	2500	10	623814	43329	
242	8	2400	7	2500	100	623946	108	
243	2	2400	7	2500	100	624116	353	
244	4	2400	15	2500	10	624312	3839	
245	4	2400	15	2500	100	624833	856	
246	2	2400	7	2500	10	625805	102	
247	8	2400	7	2500	10	626001	11598	
248	2	2400	7	2500	1000	628155	521	
249	8	2400	7	2500	1000	630234	32000	
250	2	2400	7	2500	100	630564	2074	
251	4	2400	15	2500	100	631788	164	
252	8	2400	7	2500	10	632073	9705	
253	8	2400	7	2500	10	632834	8615	
254	8	2400	7	2500	100	633602	40811	
255	4	2400	15	2500	10	635463	516	
256	2	2400	7	2500	100	637733	418	
257	2	2400	7	2500	10	638152	3744	
258	2	2400	7	2500	10	641451	147	
259	4	2400	15	2500	10	641455	11112	
260	4	2400	15	2500	10	641898	531	
261	4	2400	15	2500	10	643776	468	
262	2	2400	7	2500	10	644244	3733	
263	8	2400	7	2500	100	647979	574	
264	4	2400	15	2500	100	651977	22979	
265	2	2400	7	2500	100	652580	9098	
266	8	2400	7	2500	1000	657386	428	
267	2	2400	7	2500	100	657815	4020	
268	8	2400	7	2500	100	661686	11088	
269	8	2400	7	2500	100	661837	587	
270	4	2400	15	2500	100	662239	30991	
271	8	2400	7	2500	100	668585	55	
272	2	2400	7	2500	1000	668970	18	
273	2	2400	7	2500	1000	669314	18	
274	8	2400	7	2500	1000	669583	18	
275	8	2400	7	2500	100	669764	17	
276	2	2400	7	2500	10	669898	22	
277	4	2400	15	2500	1000	670197	24	
278	4	2400	15	2500	100	670401	18	
279	8	2400	7	2500	1000	670660	17	
280	4	2400	15	2500	10	670900	20	
281	2	2400	7	2500	10	671057	437	
282	8	2400	7	2500	100	671308	17	
283	2	2400	7	2500	10	671396	19	
284	4	2400	15	2500	100	671495	4402	
285	2	2400	7	2500	100	671504	57	
286	8	2400	7	2500	1000	671926	142	
287	2	2400	7	2500	1000	672033	112	
288	8	2400	7	2500	100	672549	101	
289	8	2400	7	2500	1000	673028	8787	
290	8	2400	7	2500	10	673444	187	
291	4	2400	15	2500	1000	673456	183	
292	8	2400	7	2500	1000	673466	207	
293	2	2400	7	2500	10	674423	30542	
294	8	2400	7	2500	100	675900	593	
295	2	2400	7	2500	1000	676376	44	
296	8	2400	7	2500	100	676900	78	
297	2	2400	7	2500	10	676920	65	
298	4	2400	15	2500	10	676933	63	
299	2	2400	7	2500	100	677189	137	
300	2	2400	7	2500	100	677296	88	
301	4	2400	15	2500	10	677436	63	
302	8	2400	7	2500	100	677972	44	
303	4	2400	15	2500	1000	677982	47	
304	4	2400	15	2500	100	677995	55	
305	8	2400	7	2500	100	678728	119	
306	2	2400	7	2500	1000	679112	131	
307	8	2400	7	2500	100	679411	132	
308	4	2400	15	2500	100	680166	3726	
309	4	2400	15	2500	100	680253	3729	
310	2	2400	7	2500	100	680346	3726	
311	2	2400	7	2500	10	680681	58	
312	4	2400	15	2500	1000	681522	24749	
313	4	2400	15	2500	1000	681607	43367	
314	8	2400	7	2500	100	681817	9008	
315	2	2400	7	2500	100	685152	477	
316	8	2400	7	2500	100	685630	4964	
317	8	2400	7	2500	10	687498	50	
318	8	2400	7	2500	1000	687509	21	
319	2	2400	7	2500	1000	687563	68	
320	8	2400	7	2500	100	687666	20	
321	4	2400	15	2500	1000	687749	13	
322	2	2400	7	2500	10	687765	17	
323	2	2400	7	2500	1000	687892	14	
324	2	2400	7	2500	1000	687930	12	
325	2	2400	7	2500	10	687948	13	
326	2	2400	7	2500	100	687975	13	
327	8	2400	7	2500	1000	687999	13	
328	4	2400	15	2500	100	688016	15	
329	2	2400	7	2500	1000	688035	13	
330	4	2400	15	2500	1000	688066	13	
331	2	2400	7	2500	1000	688100	13	
332	4	2400	15	2500	10	688115	12	
333	2	2400	7	2500	10	688128	13	
334	8	2400	7	2500	10	688144	12	
335	8	2400	7	2500	100	688159	15	
336	2	2400	7	2500	1000	688178	14	
337	2	2400	7	2500	100	688238	21	
338	8	2400	7	2500	1000	688302	20	
339	8	2400	7	2500	100	688325	21	
340	4	2400	15	2500	10	688375	20	
341	8	2400	7	2500	10	688398	20	
342	8	2400	7	2500	1000	688428	19	
343	4	2400	15	2500	1000	688509	22	
344	2	2400	7	2500	10	688533	21	
345	4	2400	15	2500	10	688609	20	
346	4	2400	15	2500	1000	688632	20	
347	8	2400	7	2500	100	688655	20	
348	2	2400	7	2500	10	688677	22	
349	2	2400	7	2500	1000	688702	19	
350	4	2400	15	2500	100	688725	21	
351	8	2400	7	2500	100	690596	1046	
352	4	2400	15	2500	100	690829	667	
353	2	2400	7	2500	10	692056	62	
354	8	2400	7	2500	100	693250	512	
355	4	2400	15	2500	100	693283	208	
356	4	2400	15	2500	1000	693335	310	
357	4	2400	15	2500	1000	693443	319	
358	4	2400	15	2500	1000	693785	5426	
359	4	2400	15	2500	1000	695896	303	
360	2	2400	7	2500	100	697971	3727	
361	8	2400	7	2500	10	698074	3729	
362	2	2400	7	2500	1000	698094	3727	
363	2	2400	7	2500	100	699214	678	
364	4	2400	15	2500	10	699232	1250	
365	8	2400	7	2500	100	699255	175	
366	2	2400	7	2500	10	699273	121	
367	4	2400	15	2500	1000	699301	107	
368	8	2400	7	2500	10	699323	112	
369	8	2400	7	2500	10	699340	131	
370	4	2400	15	2500	100	699362	141	
371	2	2400	7	2500	10	702756	1633	
372	4	2400	15	2500	1000	703171	111	
373	2	2400	7	2500	100	704579	130	
374	4	2400	15	2500	100	704961	300	
375	4	2400	15	2500	10	705046	212	
376	2	2400	7	2500	10	705193	224	
377	8	2400	7	2500	10	705623	2652	
378	2	2400	7	2500	100	707036	293	
379	8	2400	7	2500	1000	707196	163	
380	8	2400	7	2500	1000	707467	110	
381	4	2400	15	2500	100	707827	563	
382	2	2400	7	2500	10	708029	60	
383	2	2400	7	2500	100	708245	279	
384	2	2400	7	2500	10	708424	421	
385	4	2400	15	2500	10	708701	104	
386	4	2400	15	2500	1000	708805	76	
387	2	2400	7	2500	10	708946	58	
388	4	2400	15	2500	100	708946	67	
389	8	2400	7	2500	100	710885	68	
390	8	2400	7	2500	10	711010	282	
391	8	2400	7	2500	100	711392	787	
392	8	2400	7	2500	100	711559	861	
393	2	2400	7	2500	1000	711709	33	
394	2	2400	7	2500	1000	711719	28	
395	2	2400	7	2500	10	711731	21	
396	8	2400	7	2500	10	712321	718	
397	2	2400	7	2500	10	712586	38	
398	4	2400	15	2500	10	712630	161	
399	8	2400	7	2500	100	713399	895	
400	4	2400	15	2500	100	713828	45	
401	2	2400	7	2500	1000	714372	1217	
402	8	2400	7	2500	10	714413	1358	
403	4	2400	15	2500	100	715475	2804	
404	2	2400	7	2500	10	716105	526	
405	4	2400	15	2500	100	716107	14	
406	2	2400	7	2500	100	716138	29	
407	2	2400	7	2500	10	716192	25	
408	2	2400	7	2500	100	716226	34	
409	2	2400	7	2500	100	718195	43	
410	8	2400	7	2500	10	718327	31	
411	4	2400	15	2500	100	738070	216	
412	4	2400	15	2500	10	738377	10070	
413	4	2400	15	2500	100	740404	198	
414	4	2400	15	2500	10	743646	209	
415	8	2400	7	2500	10	744803	241	
416	8	2400	7	2500	100	745258	371	
417	4	2400	15	2500	100	745680	9826	
418	2	2400	7	2500	1000	746329	9762	
419	4	2400	15	2500	100	763485	5230	
420	4	2400	15	2500	10	763767	75	
421	4	2400	15	2500	10	765209	30627	
422	2	2400	7	2500	1000	765649	31443	
423	8	2400	7	2500	100	772875	29	
424	4	2400	15	2500	10	775654	119	
425	2	2400	7	2500	1000	775710	144	
426	2	2400	7	2500	10	775972	128	
427	8	2400	7	2500	1000	776192	125	
428	2	2400	7	2500	10	777227	71	
429	2	2400	7	2500	1000	780327	176	
430	8	2400	7	2500	1000	781253	36667	
431	8	2400	7	2500	10	782161	43338	
432	2	2400	7	2500	10	790987	36	
433	2	2400	7	2500	100	791080	5	
434	8	2400	7	2500	10	791218	228	
435	4	2400	15	2500	10	791375	34	
436	2	2400	7	2500	100	791448	210	
437	8	2400	7	2500	100	791544	36	
438	4	2400	15	2500	100	791668	196	
439	4	2400	15	2500	100	791874	328	
440	8	2400	7	2500	100	791936	50	
441	4	2400	15	2500	100	792271	475	
442	2	2400	7	2500	10	792749	30	
443	4	2400	15	2500	1000	792790	317	
444	2	2400	7	2500	100	793899	99	
445	2	2400	7	2500	100	793991	174	
446	2	2400	7	2500	1000	794071	120	
447	8	2400	7	2500	100	794362	3952	
448	8	2400	7	2500	100	794557	33	
449	8	2400	7	2500	100	795594	29	
450	4	2400	15	2500	100	795839	30004	
451	8	2400	7	2500	100	796311	126	
452	2	2400	7	2500	1000	796321	124	
453	2	2400	7	2500	1000	796413	45	
454	2	2400	7	2500	10	796416	436	
455	4	2400	15	2500	100	796699	13157	
456	4	2400	15	2500	100	796791	15928	
457	4	2400	15	2500	100	796801	18356	
458	4	2400	15	2500	10	797094	32094	
459	8	2400	7	2500	10	797304	22	
460	4	2400	15	2500	100	798531	19637	
461	8	2400	7	2500	100	799135	430	
462	8	2400	7	2500	1000	799226	33	
463	8	2400	7	2500	1000	799304	41	
464	4	2400	15	2500	100	799567	5223	
465	8	2400	7	2500	100	801787	9878	
466	4	2400	15	2500	10	802274	89	
467	4	2400	15	2500	100	802329	43392	
468	2	2400	7	2500	10	802707	327	
469	2	2400	7	2500	100	804792	563	
470	2	2400	7	2500	10	811688	36496	
471	8	2400	7	2500	100	813806	41	
472	8	2400	7	2500	1000	815195	31	
473	2	2400	7	2500	1000	815995	32	
474	8	2400	7	2500	1000	816064	35	
475	8	2400	7	2500	1000	816344	33	
476	8	2400	7	2500	100	816625	24	
477	8	2400	7	2500	1000	817647	37	
478	4	2400	15	2500	1000	817924	30	
479	4	2400	15	2500	10	818617	1032	
480	2	2400	7	2500	10	824814	3976	
481	2	2400	7	2500	10	825846	30688	
482	4	2400	15	2500	100	827685	19697	
483	4	2400	15	2500	10	829184	40988	
484	8	2400	7	2500	10	831702	19485	
485	2	2400	7	2500	100	851491	1600	
486	2	2400	7	2500	1000	851728	34797	
487	4	2400	15	2500	100	852047	36815	
488	8	2400	7	2500	1000	853075	24184	
489	8	2400	7	2500	1000	856532	36361	
490	4	2400	15	2500	10	868967	35283	
491	8	2400	7	2500	1000	870169	40750	
492	4	2400	15	2500	100	877381	38840	
493	2	2400	7	2500	100	886012	33359	
494	8	2400	7	2500	100	886028	36898	
495	8	2400	7	2500	1000	886041	32990	
496	8	2400	7	2500	100	886051	33468	
497	8	2400	7	2500	10	887822	12191	
498	8	2400	7	2500	10	888027	80	
499	2	2400	7	2500	10	888234	5	
500	4	2400	15	2500	10	888696	9	
501	2	2400	7	2500	10	889155	6	
502	2	2400	7	2500	100	889258	5	
503	8	2400	7	2500	10	889270	5	
504	8	2400	7	2500	10	889342	5	
505	4	2400	15	2500	100	892905	29440	
506	2	2400	7	2500	10	903222	15514	
507	2	2400	7	2500	100	909101	15461	
508	4	2400	15	2500	10	910925	43335	
509	2	2400	7	2500	10	916263	17581	
510	2	2400	7	2500	10	922364	33179	
511	8	2400	7	2500	1000	944116	7	
512	8	2400	7	2500	100	944639	7	
513	4	2400	15	2500	10	944902	8	
514	4	2400	15	2500	10	945112	8	
515	8	2400	7	2500	100	945982	32519	
516	2	2400	7	2500	10	955547	39725	
517	8	2400	7	2500	1000	956835	33044	
518	2	2400	7	2500	10	956934	452	
519	2	2400	7	2500	1000	960524	11	
520	8	2400	7	2500	1000	960968	6	
521	2	2400	7	2500	1000	962693	31453	
522	8	2400	7	2500	1000	962727	277	
523	4	2400	15	2500	10	964104	43331	
524	8	2400	7	2500	10	968181	14	
525	4	2400	15	2500	1000	968267	429	
526	8	2400	7	2500	100	974972	19594	
527	2	2400	7	2500	1000	979655	15445	
528	2	2400	7	2500	1000	995283	30806	
529	4	2400	15	2500	100	997581	6377	
530	8	2400	7	2500	100	1021144	40350	
531	4	2400	15	2500	100	1021471	97	
532	2	2400	7	2500	10	1025921	11	
533	2	2400	7	2500	10	1025939	24	
534	4	2400	15	2500	1000	1025984	5	
535	8	2400	7	2500	100	1026003	4	
536	4	2400	15	2500	10	1026060	6	
537	8	2400	7	2500	100	1026074	9	
538	2	2400	7	2500	100	1026091	40518	
539	4	2400	15	2500	100	1026095	12	
540	4	2400	15	2500	1000	1026579	4	
541	8	2400	7	2500	100	1027471	4	
542	8	2400	7	2500	10	1028088	6	
543	8	2400	7	2500	10	1028339	6	
544	4	2400	15	2500	100	1028681	5	
545	2	2400	7	2500	1000	1028717	147	
546	4	2400	15	2500	10	1028943	8	
547	4	2400	15	2500	100	1029028	8	
548	2	2400	7	2500	1000	1029219	193	
549	8	2400	7	2500	1000	1029434	9	
550	8	2400	7	2500	10	1029523	5	
551	8	2400	7	2500	10	1030024	5	
552	2	2400	7	2500	1000	1030069	4	
553	2	2400	7	2500	1000	1030297	4	
554	8	2400	7	2500	10	1030332	30	
555	4	2400	15	2500	10	1030406	37	
556	8	2400	7	2500	10	1030574	5	
557	4	2400	15	2500	100	1030677	2076	
558	2	2400	7	2500	10	1030686	6	
559	8	2400	7	2500	1000	1030783	853	
560	2	2400	7	2500	10	1032225	34324	
561	8	2400	7	2500	10	1033558	2	
562	2	2400	7	2500	1000	1033568	6	
563	2	2400	7	2500	10	1033584	5	
564	4	2400	15	2500	1000	1033592	5	
565	4	2400	15	2500	10	1035161	4	
566	4	2400	15	2500	100	1035449	3	
567	8	2400	7	2500	1000	1036457	4	
568	4	2400	15	2500	1000	1036565	6	
569	4	2400	15	2500	10	1036715	566	
570	4	2400	15	2500	1000	1037398	5	
571	8	2400	7	2500	1000	1037406	3	
572	2	2400	7	2500	100	1037412	4	
573	8	2400	7	2500	1000	1037420	5	
574	8	2400	7	2500	1000	1038580	609	
575	2	2400	7	2500	1000	1039301	3	
576	4	2400	15	2500	1000	1039386	5	
577	8	2400	7	2500	100	1039882	4	
578	8	2400	7	2500	100	1040579	5	
579	2	2400	7	2500	10	1040851	6	
580	2	2400	7	2500	10	1040971	8	
581	2	2400	7	2500	100	1041013	7	
582	8	2400	7	2500	1000	1041024	4	
583	4	2400	15	2500	100	1041031	40	
584	2	2400	7	2500	10	1041075	37	
585	8	2400	7	2500	10	1041117	259	
586	8	2400	7	2500	10	1041135	8	
587	4	2400	15	2500	1000	1041139	4	
588	2	2400	7	2500	100	1041216	4	
589	8	2400	7	2500	10	1041324	4	
590	8	2400	7	2500	100	1041381	3	
591	4	2400	15	2500	100	1041545	4	
592	8	2400	7	2500	1000	1041552	3	
593	8	2400	7	2500	100	1041558	4	
594	4	2400	15	2500	10	1041566	5	
595	2	2400	7	2500	100	1041574	7	
596	2	2400	7	2500	100	1041622	4	
597	4	2400	15	2500	100	1041638	4	
598	8	2400	7	2500	10	1041726	6	
599	4	2400	15	2500	10	1041929	6	
600	4	2400	15	2500	10	1041939	5	
601	2	2400	7	2500	1000	1041962	5	
602	8	2400	7	2500	10	1041971	8	
603	2	2400	7	2500	100	1041972	8	
604	8	2400	7	2500	10	1041989	8	
605	2	2400	7	2500	1000	1042005	12	
606	4	2400	15	2500	100	1042176	6	
607	8	2400	7	2500	100	1042353	6	
608	2	2400	7	2500	100	1042551	6	
609	4	2400	15	2500	1000	1042768	7	
610	2	2400	7	2500	100	1042925	6	
611	4	2400	15	2500	100	1042990	112	
612	8	2400	7	2500	1000	1043222	6	
613	2	2400	7	2500	10	1043255	6	
614	8	2400	7	2500	100	1043314	39	
615	4	2400	15	2500	100	1043473	7969	
616	8	2400	7	2500	1000	1043523	39606	
617	8	2400	7	2500	100	1043536	5	
618	2	2400	7	2500	1000	1043832	5	
619	8	2400	7	2500	10	1043852	5	
620	2	2400	7	2500	100	1044215	6	
621	2	2400	7	2500	100	1044480	5	
622	4	2400	15	2500	100	1045156	6	
623	8	2400	7	2500	100	1054247	16897	
624	2	2400	7	2500	1000	1054619	1643	
625	2	2400	7	2500	100	1056788	4	
626	4	2400	15	2500	10	1056875	17	
627	8	2400	7	2500	100	1056911	4	
628	2	2400	7	2500	10	1057137	4	
629	8	2400	7	2500	10	1057144	5	
630	8	2400	7	2500	10	1057239	3	
631	4	2400	15	2500	100	1061507	31508	
632	8	2400	7	2500	10	1066619	40801	
633	8	2400	7	2500	1000	1069553	8	
634	4	2400	15	2500	10	1082910	15382	
635	2	2400	7	2500	100	1083344	15426	
636	4	2400	15	2500	10	1083868	15446	
637	4	2400	15	2500	1000	1083976	5647	
638	2	2400	7	2500	1000	1093013	16394	
639	2	2400	7	2500	10	1093013	31386	
640	4	2400	15	2500	1000	1107420	30803	
641	4	2400	15	2500	10	1107420	41214	
642	8	2400	7	2500	10	1111792	7	
643	2	2400	7	2500	10	1111879	8	
644	4	2400	15	2500	10	1112110	91	
645	2	2400	7	2500	1000	1112235	6	
646	8	2400	7	2500	1000	1112517	18	
647	8	2400	7	2500	10	1112926	6	
648	2	2400	7	2500	100	1112967	6	
649	8	2400	7	2500	100	1113775	6	
650	8	2400	7	2500	1000	1113802	81	
651	4	2400	15	2500	100	1114026	34750	
652	4	2400	15	2500	10	1114293	8	
653	8	2400	7	2500	1000	1114349	53	
654	4	2400	15	2500	10	1114615	6	
655	2	2400	7	2500	100	1114728	6	
656	2	2400	7	2500	1000	1115055	7	
657	4	2400	15	2500	100	1115084	6	
658	4	2400	15	2500	10	1115135	3	
659	4	2400	15	2500	1000	1115472	6	
660	4	2400	15	2500	1000	1115899	6	
661	2	2400	7	2500	10	1115962	6	
662	2	2400	7	2500	100	1115985	13	
663	8	2400	7	2500	10	1116050	6	
664	4	2400	15	2500	1000	1116289	518	
665	2	2400	7	2500	100	1116955	333	
666	8	2400	7	2500	1000	1117359	2018	
667	2	2400	7	2500	10	1119466	36	
